2868	95	2940
1411	167	1768
9137	17	131
10935	13	1164
1518	26	2948
3632	13	622
3967	17	1192
12797	101	594
5549	13	419
11187	66	249
4688	17	131
3589	13	2046
7803	26	2948
3485	62	420
10980	67	844
5414	13	331
6265	13	331
3737	101	2736
1574	17	2948
10476	124	2846
8170	154	1437
13346	95	224
5447	13	2091
3031	24	249
12333	17	1192
3481	26	2948
2645	13	1260
4186	13	2046
2733	29	419
2394	62	420
1124	15	249
6286	29	1164
7979	154	1437
10935	13	622
4155	13	1405
101	106	249
8913	13	1405
9103	17	1192
284	17	1192
4870	13	1260
7407	29	331
6309	26	2948
593	101	2736
8850	101	2736
8365	13	419
7563	26	2948
11563	154	1437
4683	101	2736
5879	95	926
1201	13	622
994	29	622
7716	17	1192
6104	19	1121
5654	14	2272
5213	101	594
1748	101	2736
577	14	2272
10302	29	1405
5462	26	2948
1080	58	1164
6618	154	1437
4811	95	2940
12454	124	2846
794	154	1437
8736	31	844
1340	62	420
4086	19	1121
9619	14	2272
1707	13	1260
5291	13	331
7965	17	131
6116	13	331
8153	61	2940
4023	13	1405
3196	13	331
14510	44	1768
10875	61	926
4075	124	2846
12445	124	2846
5538	70	1164
7631	124	2846
12540	101	594
6504	101	594
6334	17	1192
4060	17	1192
3493	14	2272
2519	167	1768
5516	13	2091
4682	154	1437
13975	95	2940
13631	95	224
3161	124	2846
2689	13	2046
6536	101	2736
26	13	2091
12258	95	2940
629	13	419
8182	167	1768
6543	95	224
1048	17	131
1552	62	420
2370	188	594
1567	167	1768
1540	13	622
4128	17	131
6897	150	420
4956	106	249
7183	26	2948
11114	61	2940
526	29	1260
5780	101	594
7349	13	1405
5252	154	1437
10161	95	926
1361	62	420
1177	112	2272
1201	13	1405
434	161	2091
4383	19	1121
1036	13	2046
6453	29	1164
6358	101	2736
3559	95	926
9000	19	1121
5576	107	844
9151	13	331
6159	62	420
1959	14	2272
7770	95	2940
7907	30	1121
6379	17	1192
2733	29	622
13045	61	2940
4683	101	594
1823	31	844
1521	13	2046
9577	13	419
11127	66	249
6242	13	1164
1397	26	2948
3780	29	419
256	100	2272
12337	61	224
4250	13	1405
5493	17	131
11956	107	844
6223	167	1768
5639	17	1192
9177	62	420
1360	29	622
3344	106	249
4852	154	1437
8078	31	844
588	61	224
1521	13	419
8814	100	2272
629	13	1164
2704	124	2846
11143	124	2846
3255	101	2736
68	62	420
5848	17	131
6572	66	249
2078	17	131
3002	14	2272
7912	13	419
9478	95	224
8605	31	844
4796	101	594
7670	17	131
2645	13	331
12463	61	224
7360	154	1437
5900	13	2046
13578	154	1437
1772	17	1192
4997	13	2091
1674	124	2846
8096	13	1405
74	29	622
11457	101	594
1281	61	224
5459	167	1768
5958	13	2091
10071	48	622
2267	101	594
6006	13	1405
428	13	2091
338	31	844
5242	14	2272
2798	101	594
12073	124	2846
98	37	1260
3420	62	420
4800	150	420
11205	101	594
11939	154	1437
2837	66	249
5845	13	622
6358	124	2846
4726	13	622
9040	17	131
9778	14	2272
909	13	1405
6965	17	1192
13840	95	2940
13840	95	926
2240	31	844
2505	13	331
11152	17	1192
411	13	331
4695	26	2948
7316	101	2736
14266	154	1437
7213	13	1164
8770	62	420
13627	154	1437
6526	14	2272
13	31	844
3557	61	2940
3989	157	419
1404	13	2046
2977	13	622
3585	13	2091
8425	101	594
865	31	844
5200	13	622
8571	154	1437
5145	13	2091
1504	13	1405
12180	95	926
522	13	1260
7909	29	1260
9597	167	1768
343	95	2940
11712	95	926
10777	61	224
4313	61	224
11020	83	249
1229	13	1405
805	13	2091
3574	13	1405
10149	124	2846
5607	66	249
32	218	622
12247	61	224
7038	17	1192
9598	61	224
11681	154	1437
957	19	1121
1668	26	2948
5970	13	1260
4886	124	2846
6602	13	1164
11556	13	331
1577	154	1437
7318	17	1192
2318	13	331
3520	13	419
2775	101	594
10067	154	1437
2652	13	419
1303	13	1164
7527	62	420
9562	124	2846
1836	13	1164
2117	13	419
7972	17	131
489	31	844
10341	24	249
3971	17	131
1830	29	2091
6566	167	1768
8469	95	2940
2704	101	594
7921	101	594
2518	112	2736
7669	101	594
292	13	2046
5938	203	249
14055	154	1437
9659	13	1164
5646	17	131
7512	14	2272
5255	66	249
55	13	419
5007	61	224
5291	13	622
890	62	420
6676	15	419
4542	13	2046
4251	95	224
6242	13	1260
733	101	2272
12867	61	926
2634	31	844
5348	124	2846
9869	19	1121
5315	13	1405
940	100	2272
287	58	1405
11844	61	2940
3692	17	131
8747	101	594
5573	13	1260
8365	13	622
4283	19	1121
8436	31	844
4471	17	1192
4294	17	1192
6945	31	844
1251	31	844
6418	19	1121
6934	26	2948
1971	13	622
3058	29	2046
197	13	1260
1934	62	420
4744	13	419
5941	13	1164
7771	83	249
7002	154	1437
3846	13	2091
2653	160	249
3620	29	1164
4346	13	331
13138	154	1437
9161	17	131
5439	13	2091
2542	13	331
7606	13	1164
9162	61	224
4043	29	622
9033	17	1192
3027	13	2091
11371	167	1768
10747	19	1121
3578	13	2046
6118	61	926
805	13	2046
607	62	420
14460	83	249
9485	154	1437
2162	167	1768
12807	95	926
5152	13	331
2168	31	844
374	13	1260
5630	17	131
1823	13	419
11485	101	594
7744	13	2046
4140	100	2272
4462	17	1192
5993	13	1260
8931	61	2940
6471	13	331
10302	29	622
1474	167	1768
1764	61	2940
8489	13	331
11844	167	1768
7919	17	131
219	31	844
7030	19	1121
997	13	1260
7234	26	2948
7214	13	1405
9198	167	1768
6481	13	331
7518	95	926
7380	61	224
4104	17	1192
2267	101	2736
11357	124	2846
11068	13	2046
2505	13	2046
5123	29	331
11843	124	2846
1373	151	419
10778	95	2940
353	101	594
983	13	2046
12769	61	926
808	17	1192
2371	188	2736
2838	26	2948
5007	124	2846
7909	29	1164
2022	61	2940
5845	13	2046
4525	61	2940
4415	13	1260
99	62	420
9620	13	1164
2241	13	1405
3484	13	2046
583	95	926
1441	13	419
992	13	1260
357	106	249
4135	62	420
5162	66	249
4341	13	1164
4438	13	1164
2755	13	2091
1637	61	224
1157	17	1192
8068	31	844
7538	124	2846
461	19	1121
3589	13	1260
10293	101	594
3251	167	1768
4142	14	2272
2421	13	1260
7380	124	2846
5993	13	1405
101	13	1260
5916	101	2736
4656	19	1121
5184	62	420
3607	66	249
9620	13	331
652	26	2948
4913	106	249
5516	13	1405
11405	167	1768
3432	61	926
11679	19	1121
1236	61	2940
5072	66	249
1201	13	2046
2542	13	419
2835	13	331
2168	13	331
72	100	2272
6814	19	1121
1560	17	1192
5496	154	1437
1464	101	2736
473	13	622
9472	19	1121
637	152	1405
2457	13	2046
10547	95	926
5980	61	926
3693	13	1405
3481	13	1260
2301	19	1121
2842	13	1164
5607	160	249
5226	13	1164
4096	101	2736
1836	13	2091
3410	31	844
997	13	2091
2809	31	844
11030	13	2091
2170	101	2736
1971	13	1260
8806	17	131
4246	13	2046
12728	19	1121
10495	26	2948
6972	17	131
4160	26	2948
6451	31	844
3621	13	2091
3794	62	420
2457	13	1405
1275	13	2046
7294	101	2736
5924	61	224
7383	17	1192
11514	17	1192
2847	26	2948
11406	160	249
7895	13	2091
2957	17	131
9460	112	2736
10559	26	2948
8507	31	844
9162	124	2846
1830	29	622
780	14	2272
5244	13	249
1179	13	1405
6223	101	2736
6965	48	1405
3481	13	2046
8365	13	1405
2735	167	1768
2952	13	2091
3003	13	331
4123	61	2940
5799	61	224
2888	13	1405
3793	19	1121
10495	14	2272
4071	61	224
101	13	1164
257	13	1164
12542	17	1192
9151	13	2091
2558	48	1164
1025	17	131
4630	31	844
4530	31	844
10594	154	1437
9896	167	1768
932	13	1164
6168	13	1405
3491	14	2272
2666	17	1192
7296	61	926
11810	31	844
9137	100	2272
12070	17	1192
5531	124	2846
2888	13	2091
9550	13	419
5153	167	1768
8982	17	1192
4953	160	249
12284	154	1437
5250	17	1192
3812	19	1121
11431	61	224
7075	61	926
2968	13	2046
12113	61	2940
3716	13	331
1260	62	420
10619	26	2948
2178	95	926
6675	167	1768
2090	29	331
8957	17	1192
2757	19	1121
1943	100	2272
2844	61	926
12180	95	2940
5802	13	331
4278	66	249
2572	26	2948
6617	26	2948
6028	26	2948
8797	101	594
1499	13	2046
872	101	2736
1693	13	331
2992	17	131
3295	66	249
447	101	2736
4157	157	1260
7552	13	419
6363	28	331
9409	101	594
1063	31	844
11709	17	131
3213	48	1260
9317	26	2948
6391	95	2940
3632	13	331
10982	19	1121
2168	13	1260
7381	124	2846
5931	17	131
4105	13	622
1107	13	622
6755	62	420
11635	17	131
2475	106	249
4467	48	1164
223	101	2736
7669	16	2091
13623	221	2272
9463	124	2846
2798	167	1768
7956	150	420
8401	13	2091
3850	95	926
10660	31	844
11524	167	1768
4088	13	622
9784	95	2940
7013	13	1164
9836	37	2091
4105	13	2091
8459	48	1164
172	19	1121
220	163	1405
5015	101	2736
9813	13	1164
10970	95	926
3309	19	1121
12019	167	1768
2382	13	331
6227	61	224
2168	26	2948
1888	14	2272
8030	17	131
8397	95	2940
7167	61	2940
11849	124	2846
6602	13	622
8226	61	224
1660	13	2091
12865	101	594
4286	124	2846
2287	17	131
181	62	420
8336	30	1121
4163	13	2091
7398	13	2091
