8254	110	494
9296	19	559
12891	133	853
3178	48	853
3785	14	5334
5796	110	494
6214	13	27
4879	48	4474
8601	222	1046
7830	95	521
6453	29	1163
9115	17	1415
4246	13	2410
6238	13	75
9013	13	2410
5845	13	4474
1097	13	27
7671	19	559
9375	13	1304
3177	31	658
330	15	308
9915	61	521
2475	13	2282
3578	13	308
9184	48	1928
2710	13	27
166	19	559
6363	26	1936
465	13	1046
3240	13	27
8175	31	658
633	13	1304
5864	26	1936
3306	13	1304
11991	110	494
1322	14	5334
13671	150	1046
7258	13	834
4837	13	75
7012	28	853
10439	31	658
5972	48	1928
11917	48	1928
10337	17	967
7213	13	853
6357	26	1936
11116	19	559
2769	29	834
8556	91	494
6846	13	2410
1890	13	1304
9577	13	75
6491	17	1415
307	13	834
2271	13	1163
11041	31	658
3254	26	1936
2318	31	658
8610	13	1304
5938	13	1046
8190	13	834
7415	168	1163
9557	13	2410
24	31	658
55	13	308
6404	13	27
7895	13	1163
6249	13	308
190	218	1046
7518	95	521
8641	17	1730
1036	13	1304
10577	13	1046
12490	37	853
3122	17	1415
3027	13	1304
6144	13	27
11058	70	1928
3478	26	1936
4196	13	1361
8518	17	1415
3550	80	344
8867	151	853
2147	19	559
3455	80	344
2733	29	853
3144	17	1415
7113	13	2410
9394	61	521
1439	14	5334
6481	13	2282
8381	17	1730
3168	13	853
7840	198	5334
5291	13	2410
621	17	1730
11566	80	344
2393	13	4474
6055	61	521
3150	17	1730
4975	31	658
6144	13	1163
9939	48	1928
9747	13	853
2241	13	834
1657	19	559
9380	17	967
4338	13	853
10126	95	521
1350	13	2410
12333	48	1928
1782	17	1730
4285	17	967
980	95	521
8190	13	27
299	157	4474
4861	19	559
1344	17	1730
674	17	1730
55	13	1304
8196	13	1304
3003	13	4474
6225	95	521
1423	19	559
9890	48	1928
2304	17	1415
8011	13	1928
13424	61	521
3942	95	521
1945	13	2410
2769	29	1304
7589	17	1415
11249	80	344
6729	13	2410
9220	13	308
9151	13	1304
897	17	1415
1540	14	5334
2041	31	658
9747	13	834
4338	13	1046
13259	80	344
2323	91	494
13840	95	521
3011	17	1730
3240	13	2282
1329	13	1304
6250	13	1361
4333	31	658
7400	13	1361
8401	13	1163
3306	13	834
865	13	1046
3862	19	559
11416	31	658
736	150	1163
3019	13	27
4660	91	494
1643	31	658
7895	13	1304
4905	29	1361
5549	13	1046
12485	48	853
2769	29	308
4817	13	834
5126	31	658
4870	13	4474
2547	13	1304
2881	29	834
3520	13	2282
9435	100	5334
2842	13	1361
8525	17	1415
10469	14	5334
5760	14	5334
12807	80	344
5899	13	2282
6026	15	4474
5845	13	834
11277	80	344
7179	17	1730
2045	29	1928
3775	13	1361
4721	14	5334
11924	80	344
5244	13	1046
3688	14	5334
11339	37	1928
7065	17	1415
2648	26	1936
8587	168	1163
2664	19	559
2355	19	559
11068	13	1304
6250	13	308
4982	13	2410
900	13	2282
2789	31	658
843	13	2282
2281	13	308
4997	13	1046
7413	13	27
8806	17	1415
8397	80	344
1315	14	5334
6238	13	834
2967	95	521
7312	48	1928
9291	110	494
4105	13	1361
3233	13	1928
330	78	308
3956	95	521
6471	13	2282
3780	29	1163
4185	28	308
615	29	4474
3693	13	75
3693	13	1163
2942	13	1046
3138	13	75
11068	13	4474
11405	61	521
6592	37	853
7214	13	308
3436	31	658
8586	13	1361
4105	13	75
8359	17	1415
5236	13	308
5970	13	308
9951	17	1730
7509	26	494
4656	17	1730
852	13	1163
5251	95	521
1540	13	2282
9907	80	344
8125	80	344
7183	26	1936
11590	110	494
5738	13	1046
4780	13	27
306	17	1730
12811	17	967
2652	13	308
606	14	5334
3585	13	834
6004	26	1936
6054	26	1936
6286	29	853
563	31	658
894	17	967
4036	17	1730
6404	13	75
1743	13	27
3003	13	2282
1152	110	494
7616	13	27
10350	95	521
1971	13	1361
10424	48	1928
9517	95	521
1823	31	658
7744	13	75
8656	61	521
5219	19	559
2393	13	27
1355	13	853
11615	80	344
11154	17	967
9577	13	1046
5892	13	2410
3780	29	1361
4630	26	1936
11556	13	1163
5430	13	27
1441	13	1928
7400	13	1046
3094	29	853
7398	31	658
1344	110	494
67	13	2282
219	13	834
6606	13	834
4705	17	1415
1629	17	967
10935	13	2410
3301	19	559
5688	31	658
