422	154	2438
12739	131	181
10046	17	1002
2388	154	2438
2281	13	1080
3632	26	1881
2236	48	1124
4411	31	136
2168	13	816
6021	26	64
13236	17	871
3044	31	136
7583	13	1080
5074	13	274
7938	120	791
3660	106	1327
1484	106	1080
6441	26	1098
10313	26	990
41	17	871
1225	24	1327
4630	26	64
22	26	990
3681	106	592
6327	163	1327
11697	26	1098
6865	28	1080
13341	17	243
14424	154	2438
10835	48	181
1350	13	158
2147	66	592
5639	17	1002
465	13	274
3543	120	791
3031	48	1124
4221	26	64
8116	31	136
2733	29	181
8990	17	871
2067	26	1881
9515	17	243
30	66	1327
10322	17	243
13267	17	393
12895	26	342
9328	17	243
4698	13	1682
5439	13	1682
3886	26	1098
10187	31	163
11368	48	1124
7656	17	1002
2281	26	1098
2145	48	1124
5802	26	1881
3909	26	990
3120	154	2438
5810	224	1327
10559	26	990
40	26	64
8165	106	592
5713	29	274
7744	26	342
1741	83	592
6016	26	342
7346	26	342
1162	29	1080
12455	154	2438
11931	31	163
2164	17	243
1221	48	1124
3532	17	871
8994	120	791
817	17	1002
5651	26	64
4127	17	243
7374	26	64
1751	120	791
1703	13	1682
8893	26	342
5010	66	1124
7459	17	393
7140	120	791
7140	154	2438
8610	13	1080
7287	120	791
8023	120	791
10837	31	136
3725	26	990
4931	24	592
1728	26	990
944	29	274
2711	31	163
12036	120	791
2506	17	1002
7466	17	243
4030	17	243
5556	17	243
67	31	163
252	106	1327
8299	31	136
3697	24	1327
7234	28	1080
5623	48	274
4719	26	342
941	26	1098
5200	13	1080
6289	154	2438
11030	26	342
1704	26	342
3909	31	136
5700	28	1080
821	154	2438
9199	17	243
6481	13	816
522	13	274
10571	48	1124
7213	13	274
1337	17	243
2928	17	393
12725	151	181
5672	26	342
7548	24	592
13337	154	2438
7392	26	64
10775	120	791
16	17	393
4817	13	1682
2457	26	1098
1806	154	2438
3682	17	393
7694	28	274
3246	17	1002
1892	26	1098
5958	26	1098
6482	26	990
11210	83	592
4541	26	1098
1229	31	163
5669	26	990
5536	106	592
6178	17	1002
6681	17	1002
5447	26	1881
6601	26	1098
3138	13	274
440	31	136
1752	26	1098
868	26	990
7449	26	990
10130	131	181
9942	48	1124
2627	17	243
12521	17	393
4695	26	64
2873	37	274
8852	26	990
469	26	990
920	17	243
8804	66	592
4910	29	181
9910	31	163
13312	17	871
8227	17	243
5461	26	64
7371	26	342
7803	26	64
5474	48	274
197	31	136
1106	48	1124
10956	17	871
4155	26	990
4155	13	158
269	26	1098
852	31	136
9977	66	592
4817	26	990
10116	120	791
12573	17	243
4045	26	1098
7844	150	181
4564	29	181
10271	39	1327
4250	13	1682
372	150	181
1660	13	158
5738	26	342
7056	13	274
3616	26	342
10192	13	816
5032	26	1098
7400	13	181
3476	160	1327
592	154	2438
9073	17	393
6349	26	1098
2114	26	342
4748	31	163
6098	13	1080
6850	17	393
6828	29	158
7034	31	163
7554	26	1098
6988	17	871
5597	26	1881
1579	66	1327
4628	17	393
552	26	64
673	17	871
1105	17	1002
9283	26	1098
9334	26	1098
7300	26	342
7988	17	243
1008	120	791
3802	26	1098
1601	17	393
12300	154	2438
3053	26	1098
14056	120	791
10607	17	393
10232	26	990
3896	48	158
4551	26	1881
7431	13	158
12150	154	2438
2968	13	158
1024	66	1124
12216	120	791
9171	31	163
10308	17	1002
4870	26	64
10122	26	64
11644	29	1080
7933	26	990
7449	26	64
1282	31	163
9497	48	1124
12516	17	243
13462	154	2438
488	66	592
11744	154	2438
10114	26	1098
4577	106	1327
7526	31	163
10971	181	1002
6875	48	181
552	26	1098
5034	107	163
6404	31	163
3711	120	791
5802	26	990
12510	120	791
3344	26	64
8730	17	871
1293	26	990
9619	26	342
8695	107	163
8011	26	1881
4717	154	2438
10577	26	64
7274	13	181
1385	17	1002
3342	31	163
4100	17	393
2878	26	64
4326	48	1124
3566	26	342
3093	31	136
4726	13	816
2720	17	1002
1112	26	1098
2115	13	274
7025	26	990
4679	48	1124
5432	13	181
5174	17	243
9493	39	592
4185	26	64
7226	17	1002
8998	26	64
615	29	1080
9247	26	990
11144	150	274
13053	48	158
3892	26	990
5157	31	136
4292	48	1124
11481	17	871
2571	24	592
6558	48	1124
5450	28	181
6341	26	1098
12363	120	791
9433	31	136
9140	106	1327
5226	13	1682
10489	120	791
12012	120	791
8306	66	1327
997	31	136
7577	26	342
6031	26	1881
3345	13	274
5439	26	342
7358	17	1002
24	26	990
6929	48	1124
1879	26	64
1531	26	1881
9465	48	158
2922	17	1002
6249	13	1682
4391	17	871
6149	26	64
957	17	393
8806	48	1124
7213	26	990
5229	31	136
8152	17	243
2714	13	1327
2762	31	163
1684	24	592
6002	17	393
13122	154	2438
9854	48	181
5413	26	1098
7409	120	791
4415	13	1080
1706	48	1080
1298	193	181
7448	26	1098
3055	28	181
4380	48	274
4462	17	393
2409	13	1682
1499	26	342
7420	26	1098
5065	66	592
7856	26	1098
3042	13	181
6364	17	393
9009	154	2438
4564	29	1080
2942	26	64
11318	48	1124
12471	17	871
5669	31	163
5708	26	64
3866	26	64
115	24	1327
905	31	136
1714	26	64
2813	31	163
6652	26	990
1238	26	990
10963	154	2438
5353	17	393
6995	13	1682
2503	154	2438
8873	26	64
10096	154	2438
4719	26	990
8215	31	163
8347	107	163
305	17	1002
3215	48	1124
5327	48	1080
5549	13	158
6087	31	136
10577	26	342
9360	31	136
4578	26	1098
5413	26	990
11039	17	1002
3700	28	274
1204	154	2438
12395	120	791
7640	66	592
2215	17	393
5061	17	243
2457	31	163
6672	120	791
6364	17	1002
5473	26	64
6773	17	1002
5939	26	342
2717	13	1682
10103	83	592
7347	17	243
3866	31	136
6983	26	1098
227	24	592
8756	26	64
9675	224	158
7299	31	163
9659	13	1080
10481	131	1682
8357	66	1327
7480	31	163
2160	26	990
8365	26	990
5772	31	163
1678	48	816
7414	26	64
1109	26	64
5	26	64
2627	17	393
6651	13	816
12885	154	2438
7554	26	990
2177	26	1098
4009	193	181
8852	26	64
8364	17	393
4997	13	816
2407	14	1080
807	26	342
3273	26	1098
4699	31	136
8460	48	181
5097	17	393
1707	13	1682
13588	120	791
10459	26	1098
7371	13	274
1484	26	342
204	31	163
9839	17	243
6977	17	393
2164	17	1002
4676	39	1327
8338	17	871
417	66	1124
5892	13	816
6242	13	816
3002	26	990
250	26	1098
3940	17	1002
3716	26	1098
2545	17	1002
11041	13	181
6482	26	64
2942	13	1682
3284	17	243
3269	17	243
12026	48	181
1658	26	990
3430	26	342
4607	17	871
5032	26	990
944	29	158
9011	26	990
7955	13	1327
13565	185	158
10114	31	136
997	26	1098
12482	17	393
7664	26	1881
2673	26	990
1743	13	158
8196	13	1682
1423	39	1327
2447	13	274
5893	13	274
4856	26	64
4945	17	871
5952	13	181
8165	26	342
11116	17	871
6382	13	816
5074	13	158
538	24	592
6861	26	990
1107	13	158
12120	28	1080
7987	48	1124
3233	13	816
2592	17	1002
5891	26	342
5070	66	1327
9577	26	64
4551	26	1098
9167	17	393
6602	26	1881
3592	26	342
3721	13	816
615	29	181
6619	26	1881
12920	154	2438
2634	13	158
9552	17	243
12736	120	791
5978	17	871
2338	26	342
3463	17	871
2766	26	990
2160	26	342
3723	13	1682
4517	26	1098
742	199	1327
8095	66	1327
7636	26	1098
983	13	1682
418	31	136
732	48	1124
2559	39	1327
743	13	1682
10181	17	393
4997	31	136
5834	26	1098
10319	17	393
4842	152	274
2908	13	1682
3785	26	1881
1971	13	274
3852	26	1098
1335	26	990
3358	26	64
7568	17	871
12899	154	2438
3589	13	1080
1789	154	2438
10577	13	816
7093	31	136
8084	160	592
2878	26	1098
173	106	592
3277	31	136
1355	13	181
7121	17	1002
9127	24	592
10232	26	1881
6527	39	1327
7500	66	592
5651	26	990
12648	154	2438
6515	17	243
7996	28	181
5451	26	990
307	13	1682
1232	66	1327
635	26	342
3403	83	592
4798	13	158
4338	13	1682
1206	17	1002
903	26	64
5456	13	1682
2165	131	158
943	31	163
9490	106	592
848	224	592
234	26	1881
10708	154	2438
1527	154	2438
4374	13	181
2379	17	1002
13601	26	990
3733	13	816
2382	13	158
983	26	64
6119	17	393
10691	17	243
2543	17	1002
744	66	592
7099	13	1682
3518	17	1098
13012	120	791
898	13	592
13067	154	2438
9016	48	1080
2333	31	163
11447	120	791
5303	13	274
12016	120	791
1097	13	1080
5874	29	181
833	13	274
12651	26	342
3266	13	816
3196	13	1080
1227	28	158
5472	26	1098
2475	26	64
8427	17	1002
3002	106	1327
2591	26	1098
12262	120	791
3066	31	163
3668	17	871
6997	66	592
1911	26	990
2710	31	136
5995	31	163
2942	26	1881
10815	48	1124
10340	13	274
8578	26	1881
1444	48	1080
6250	13	158
5088	26	990
4388	224	592
3306	13	274
761	26	990
3791	48	1124
9514	17	393
8803	48	181
10680	66	1327
13110	120	791
5488	48	1124
13098	131	816
2806	120	791
469	26	1881
13239	120	791
1504	13	816
4088	13	181
26	13	181
11917	17	393
720	17	243
522	13	158
3522	154	2438
699	26	1098
2838	26	1881
7307	17	871
7877	26	990
6170	26	1881
3824	26	1098
8721	26	990
2440	13	274
4211	26	342
8211	26	1098
2409	26	64
7200	106	1327
6546	26	1881
2968	13	816
7374	26	990
7622	17	393
10122	28	1080
12119	17	243
8210	17	393
1703	13	181
992	13	181
4204	48	1124
805	13	1080
6928	26	1098
7345	17	871
9172	120	791
309	13	158
8489	13	274
6927	31	136
2378	26	1098
2125	13	274
12319	39	592
9284	17	393
4163	203	592
3293	48	274
8476	154	2438
6342	13	1682
2420	13	816
4539	17	243
3865	31	163
2742	17	1002
1598	26	342
11242	120	791
3070	48	1124
3627	154	2438
9041	26	1881
1164	58	1080
6732	26	64
538	66	1327
2621	48	1124
4537	17	871
7941	48	181
3487	66	592
8954	17	393
4835	31	163
4105	26	1098
2409	26	342
2421	13	274
2403	17	1002
2115	13	158
1988	26	342
6919	26	990
1294	48	274
3993	17	871
2977	26	1098
6280	66	1327
11788	17	393
5087	218	1080
4108	31	136
10957	154	2438
13715	120	791
9399	17	393
3118	17	1002
644	26	342
12201	48	158
2997	28	274
13914	185	274
1755	26	342
9475	160	592
905	26	342
3237	17	1002
7543	17	1002
4440	26	64
2183	154	2438
6299	28	1080
2892	48	1124
2095	17	871
5078	48	181
3376	17	393
12129	39	1327
507	160	1327
743	13	274
1483	160	1124
1719	13	1080
1580	13	1682
2716	28	158
1036	13	816
8096	13	158
6087	26	1098
10988	48	1124
4794	31	163
6966	26	64
8721	26	1098
10842	13	274
971	13	1682
8918	26	1881
2115	13	1080
5729	26	64
1904	26	990
3652	17	243
9112	17	1002
635	26	1881
5919	154	2438
6714	26	1881
5403	17	871
2942	13	158
4499	26	1098
13291	17	243
4069	203	592
8610	13	158
444	120	791
9992	26	1881
3776	13	1080
5232	66	1327
1891	168	1682
5123	29	274
13662	17	393
11282	26	64
159	26	342
128	17	1002
2624	13	1080
1697	83	592
2297	26	64
4743	120	791
1007	17	393
3345	13	158
3972	17	871
