6359	12	31281	1
17240	12	1592	1
39860	15	12467	1
35454	13	14563	1
20187	11	37033	106
7531	12	7532	1
2566	16	20860	559
5700	11	40688	244
33459	17	27225	10
25492	12	10119	1
22902	12	28978	1
14006	12	17430	1
31433	17	14633	40
6335	11	38194	63
4633	13	5134	1
153	12	154	1
22594	20	6048	1
18294	13	37809	82
36647	19	840	16
8556	12	7890	1
16668	11	39465	509
3796	11	40719	591
428	11	21281	618
6529	12	10868	1
5841	16	40673	13290
8589	12	25494	1
29623	11	6028	2347
1773	13	28456	1
40495	15	24242	207
5129	12	20655	1
38876	11	40605	459
1378	11	40741	57
18050	17	39750	3467
11925	12	11926	1
38941	12	5090	1
27537	12	6539	1
606	12	11170	1
9568	12	38457	1
11339	11	28643	113
5278	11	561	703
33963	15	9097	5
3870	17	19269	9
39335	17	6506	3
6690	12	20852	1
17073	12	4981	1
11100	11	39187	476
30720	20	38057	1
26217	11	19380	33
985	16	7458	18
32512	12	496	1
608	11	33590	1
1214	13	40735	244
5111	12	1690	1
2037	12	3297	1
22485	12	20938	1
15839	11	26742	50
23571	17	637	1
1819	11	8643	40
33893	11	5245	15108
33835	11	29623	1624
9942	12	20618	1
35669	18	1678	1
6300	14	18620	1
1	12	5305	1
741	13	37558	1
34172	11	36575	1787
1677	11	829	1
11345	12	22309	1
306	11	39981	3
7803	12	13968	2
415	12	17995	1
27194	11	22610	31
8840	11	40757	1559
5167	16	34227	517
40657	15	29031	94
184	11	16507	1
7998	12	8487	1
5856	11	17370	8896
1500	11	4316	20
8355	11	1538	687
9367	12	26765	1
19888	11	40750	3775
172	16	35822	1
22654	12	37068	1
1326	13	31495	30
18907	17	14732	463
1967	12	1968	1
6788	12	20520	1
916	13	34189	1
4180	11	2151	1885
35564	11	40569	906
32394	15	7159	13
14295	11	15261	13762
14968	17	27716	31
608	11	40599	101
3991	12	3714	1
6811	12	17336	1
8531	13	24552	198
36226	12	1771	1
914	16	7848	1
30737	11	40638	16641
15913	11	29447	21
20010	11	19951	989
17555	11	268	1872
9200	12	9201	1
19204	12	26865	1
21518	11	35181	285
38168	11	40383	7
10129	12	23196	1
7847	12	20490	1
2807	11	39780	75
3592	20	29771	1
5892	11	35060	6
36858	12	33438	1
37816	12	36792	1
3340	12	13731	1
13752	12	11251	1
37842	14	31641	100
