9285	362	10025	2992
929	256	7695	20
12080	349	2518	9
62	262	6933	3
9171	244	1127	1
818	254	3967	179
9741	344	4008	6
160	251	5516	1
2555	244	7494	1
2407	243	2347	455
4300	266	2641	14
11537	338	1466	1
27	250	7413	1
90	270	7089	1
7877	243	1832	453
4	268	6869	2
2657	257	2815	1
235	250	3566	1
62	262	10380	973
62	262	13525	1
62	262	13498	4
215	254	2549	1
10768	281	4523	1
8205	243	3162	156
4564	411	1916	5
3017	313	5392	1
4474	394	299	2
816	250	3138	1
434	322	4093	1
163	268	5995	1
2881	411	2012	1
9562	300	10874	2
6436	279	3452	2
2574	243	9769	885
3335	275	3949	1
1437	391	14055	1
8700	392	5674	3
774	355	11589	2
1727	279	7887	5
8379	267	12041	25
2046	250	1499	2
657	268	3574	2
158	250	3124	1
998	259	8244	145
818	254	2157	595
6143	254	10135	4424
1405	266	10302	1
3964	260	3456	16
3179	256	2193	98
7142	319	2459	71
9807	244	4649	1
32	285	2213	1
382	266	247	1
12859	257	8967	6
434	322	6972	1
8100	243	5149	371
26	275	10334	3
6439	243	4513	444
8461	266	10302	17
243	254	10587	63
7298	257	529	1
7002	252	32	1
5661	344	9736	1
1049	256	5263	5
4677	259	53	2
1437	391	5496	1
141	280	957	1
5892	269	410	1
9518	244	2003	1
420	299	8770	1
73	243	2694	148
141	280	7575	1
29	251	1484	1
1743	275	9604	302
1881	263	2260	18
90	271	1335	1
8925	313	6666	50
7817	337	7718	88
6476	338	4481	1
342	263	7744	1
32	285	4878	1
9887	256	5350	128
23	248	7299	1
2121	274	14010	22
90	271	6278	1
2846	361	7381	1
12527	329	597	2
1946	251	6370	1
5597	340	7869	4
4	268	943	264
7056	275	3614	2
9796	420	4409	48
10134	338	9789	181
434	322	6475	1
7515	259	3183	1
2630	256	7466	916
2780	461	940	418
0	250	5223	60
4279	257	5357	1
6449	256	281	1
967	254	5699	8
5213	305	2578	1
3794	285	8415	61
13246	320	2963	2
10902	326	7356	13
2141	284	8890	42
1771	319	4544	4289
3744	244	598	11
4494	237	27	6
3184	425	8812	23
11980	261	9365	195
9878	264	10526	1
8179	258	5664	98
1928	388	8867	1
7150	389	449	1
4620	256	2719	38
853	266	3094	4
32	285	5792	1
967	254	11154	7
1509	259	11743	198
8424	256	3628	1
737	350	10354	1
249	303	5162	784
160	251	103	1
11357	326	3181	1
2875	247	9181	1
2706	391	1460	1
5502	326	706	1
10078	308	2279	1
3021	385	3120	1
1946	337	12439	452
3232	338	11272	274
440	244	1250	1
62	262	4617	1
131	254	9161	1
8324	269	7699	8
158	250	6846	1
842	326	3181	1
64	263	2377	148
1969	279	1756	5
14036	252	4743	267
1302	250	2475	2
1361	250	1971	1
10046	257	831	1
11214	257	10910	1
9709	259	5644	195
465	244	240	1
141	280	8548	1
7990	298	6323	90
12461	252	3806	24
3059	340	4348	19
8425	305	11078	32
5929	378	3379	1
3879	305	2578	1
8627	258	9993	49
4136	260	853	5
12217	264	1081	4
834	266	3780	1
2371	338	5851	13
6489	274	1014	1
10469	244	2003	4
1276	250	22	83
862	254	12835	1
7797	257	2567	18
6011	244	2344	10
3764	257	2429	1
4050	256	10815	601
1002	254	549	123
1171	247	3638	1
2780	398	434	1
10462	329	211	1
3797	257	3663	1
5203	279	212	1
990	263	10313	1
5106	289	199	1
1885	327	4415	2
862	254	12613	1
9380	238	5034	219
7335	284	1759	1
3300	244	2773	11
4151	256	9993	1
3911	263	8586	62
990	263	5669	1
342	263	6451	1
862	254	10127	1
8860	293	8860	1
3964	260	181	1
112	256	5300	88
6303	391	13095	1
158	266	6828	1
6817	252	1124	1
13552	268	9798	3023
8222	373	1900	6
2792	250	374	109
2940	332	8469	52
13009	269	928	1
2367	338	3183	1
6394	344	4370	33
10202	254	3041	1
3480	373	2475	869
9432	398	434	1
4599	385	6079	1
11417	257	1544	69
3179	256	2466	1
32	285	10244	1
12101	261	1362	1896
1682	250	6249	1
988	264	5186	3
160	337	3587	18
4742	420	958	117
2461	344	5288	1
853	266	6286	11
183	263	8293	27
3385	256	642	1
6748	287	4390	7
6072	289	7949	2
774	355	449	1
4682	266	3780	2
990	263	1293	1
3105	313	6809	10
8129	244	2658	1
434	322	5049	1
160	251	9765	1
1665	322	8453	1
4285	258	966	1
2244	303	1819	138
3022	251	6714	24
3547	353	4926	26
384	280	8318	1
7355	269	482	7
90	271	6170	1
7999	268	11072	33
2046	250	3481	1
1080	285	9828	1
5220	329	570	1
1615	244	2167	33
6079	320	11609	375
9667	374	7439	2
3823	268	7391	92
1672	337	12870	1
90	297	156	1
2308	268	3574	1
1665	322	392	1424
12093	407	7423	2
10527	387	10584	1
1027	264	5626	2
3594	243	3372	202
13085	268	1322	99
8859	308	1611	7
4707	333	8768	1
1928	285	5972	1
559	256	30	1
4705	257	8105	53
817	264	1249	27
181	250	5899	1
32	250	9215	1
4939	252	2792	3
9603	472	4044	5
7870	259	12591	48
9496	332	4219	83
559	256	4513	2
862	254	5469	1
10107	352	7213	1
10659	243	9612	589
2960	256	4057	1
62	262	7728	298
1415	254	10666	1
2998	256	7500	394
27	250	1425	6
12150	295	7050	5
7641	244	1501	3
285	256	72	1
5213	326	3132	3
2046	250	2689	1
8213	284	3581	1
5138	455	6281	104
2091	250	4163	62
5846	245	1218	1
1080	265	5700	1
955	256	4100	1
862	254	8204	1
434	322	4124	1
6016	243	6001	324
7677	308	4996	10
1327	343	3660	5
4504	254	5391	1
4489	303	253	28
7544	448	3511	1
7443	243	10305	379
7461	244	1148	38
1693	243	2083	39
5571	243	1609	8
3617	244	46	7
834	250	7400	1
8279	259	3285	113
1237	267	3277	1
11558	261	12765	101
7800	259	4143	14
901	243	7677	1
7869	247	467	1
656	244	2153	1
3068	289	8105	53
2031	256	7102	221
967	254	2302	1
160	469	1680	87
2068	398	434	1
233	247	2331	1
1080	250	1823	1
141	280	9555	1
62	262	11907	1
8253	344	6061	1
11195	256	4388	129
434	322	10937	1
2065	243	3320	167
1682	250	7113	1
7261	243	10872	2383
32	285	650	1
791	281	4413	30
382	285	2419	2
4403	281	236	1
2360	238	8695	7
9889	413	10390	7
1415	254	2304	1
1976	264	2024	63
4330	326	8117	9
2280	259	3169	3
697	295	2503	6
274	250	7056	2
8227	287	5983	11
3183	281	2884	1
11433	324	32	1
666	244	39	1
64	263	4837	2
8991	245	6254	2
7368	311	2480	1098
2006	254	5000	1987
2802	244	5610	8
434	322	13818	1
4307	470	6392	1
1002	254	6667	1
470	344	9807	1
8469	369	5198	1
5596	257	1374	1
163	268	6325	1
1922	385	5778	1
9722	245	940	1
10749	268	1838	171
2635	261	5073	321
834	250	4870	1
141	280	11159	1
6810	321	1605	1
302	408	2012	1
434	322	5954	1
4681	243	2781	764
1800	425	2370	1
6322	440	3224	1
1374	289	9653	1
2410	250	5892	1
10421	420	3894	1404
6296	283	4836	30
588	396	704	226
62	262	5617	1
4731	451	10039	4
6373	256	4406	2
3281	257	8517	1
3257	268	6793	1
3660	243	3320	1383
9448	266	74	14
8375	258	8560	3
60	254	8427	53
3091	254	4981	30
1389	256	12677	11
2512	268	4835	11
1090	326	1177	1
13792	243	12606	113
2532	256	2084	518
181	285	10786	1
119	250	941	1
14060	281	236	1
1728	243	8520	839
6855	374	6008	1
900	244	2820	13
8863	313	2687	3
2903	243	1341	143
1776	303	2788	1802
1968	247	8753	1
2824	359	5949	1
5280	269	1938	2
818	254	7874	1
6596	329	1546	1
4296	243	1893	112
32	285	4786	1
78	243	5910	27
6841	279	4645	26
6571	240	1155	6
2811	325	12506	1
249	252	1124	1
11286	295	11242	8
1046	250	465	54
8849	267	5246	49
60	254	1740	3
853	274	12490	2
11179	353	7793	12
2123	254	7519	18
2118	308	6905	9
302	310	68	1
215	254	7973	1381
342	263	11030	1
14477	398	434	1
434	322	5603	1
1098	263	6928	1
358	247	2191	1
559	256	1423	1
4721	243	641	33
9718	308	1611	20
6694	266	5123	1
4474	250	9041	33
62	262	1644	233
7125	272	4518	1
791	357	12514	1
871	254	3320	208
434	322	8612	1
2978	266	3780	1
5674	340	6581	12
2379	359	1744	14
13031	281	169	2
2557	313	1931	1
8243	466	9651	1
258	267	3242	36
160	251	1499	1
2121	250	1785	1
4038	263	4809	1
1164	250	1303	26
9983	329	506	2
2400	257	11441	91
990	263	2270	1
90	271	6147	1
2006	254	8512	1761
32	285	11997	1
57	260	3794	1
656	340	2756	52
2600	266	2045	2
449	250	55	1
687	363	10862	1
5744	243	10208	41
2394	250	1329	1
2484	313	7513	6
909	269	5362	1
384	280	6162	1
136	268	2645	58
1046	250	5938	1
3808	266	2769	1
7326	256	1444	20
5686	303	665	3058
13060	252	883	1
9318	287	14147	258
9390	362	344	1
3373	303	3398	213
2601	360	2330	322
536	256	2539	1
10796	259	4143	1
2282	250	6481	41
11837	344	13995	26
293	266	1360	5
4081	454	11114	4
5782	244	2658	1
2382	243	2156	39
1885	327	1836	1
5987	257	11262	1
6170	239	3939	7
4864	263	3589	392
2512	268	4374	45
8704	243	5637	3322
1794	327	182	42
8703	467	3256	99
1529	257	5633	9
4653	385	6079	1
1280	250	6651	8
10208	238	6895	140
2998	256	54	26
64	263	8912	1
90	403	6785	26
75	250	10577	5
747	352	7148	15
9169	247	3959	1
62	262	7658	1
417	308	11207	19
8496	434	12513	1
7355	244	9062	55
5054	391	7970	145
62	262	14098	1
6385	353	1988	333
5770	350	3515	60
689	373	1521	1951
2291	326	1019	1
13792	244	112	1
872	326	1330	1
597	371	6956	45
862	254	7399	1
2857	256	3165	23
434	322	5809	1
924	297	9040	62
382	384	8116	1
7602	244	457	2
13422	300	5237	1
1132	340	2001	1
4611	244	7570	2
141	280	5991	1
2202	247	10785	1
11421	329	597	3
4599	385	9323	1
2967	358	11026	59
9790	243	10808	243
9766	244	908	1
4473	244	1513	3
5446	353	2041	759
7133	250	4399	141
9593	264	11145	1
11489	346	4940	164
2802	269	8515	8
1415	254	9609	1
10813	400	626	61
5729	243	2479	2203
434	322	11957	1
862	254	3070	1
1771	319	10772	490
3074	284	759	2
9226	239	2250	1
62	262	10516	1078
3641	256	4789	7
62	262	1512	1
9007	308	3451	3
7130	259	3169	23
261	256	149	1
5004	467	992	2
9621	258	4642	953
434	322	1778	1
356	256	4625	1
1120	326	7356	1
382	285	2339	135
313	256	8150	2
12455	343	4094	744
3901	243	12142	110
2123	254	10815	393
160	251	4179	2
141	280	5336	1
4	268	2288	1
1914	408	7408	1
967	254	3475	1
3753	256	2719	1
64	263	7449	1
8190	243	3841	211
3179	256	817	1
14266	293	14266	7
828	329	985	1
9691	252	32	2
5907	254	13355	3036
32	285	8988	1
141	280	413	1
1174	308	1611	1
32	285	7681	1
3847	287	4055	1
1960	263	4327	1165
10164	340	1081	1
1934	250	7222	1
11108	284	8032	17
655	268	2251	39
1192	254	8982	1
12282	313	3622	28
5866	293	5866	1
90	297	527	1032
23	248	9148	1
62	262	7993	59
1857	256	4128	833
1658	269	4265	37
3712	313	2077	13
1155	264	936	1
710	243	12892	1
1482	392	8736	1
6011	243	7535	1163
5270	284	578	1
2272	251	5242	1486
90	297	6766	3847
4468	250	1173	31
3960	267	1143	29
1148	256	2053	1
4033	275	3261	14
3802	244	739	7
6629	267	1257	513
3501	330	8326	1
1771	319	5785	3
9496	332	13346	131
592	461	848	1064
2123	254	9246	5
1665	322	10208	1
3645	353	8157	359
434	322	3999	1
9852	295	1750	1
1124	285	11318	716
212	246	2712	27
536	256	2422	5
8209	257	1374	1
10596	257	375	1
1934	250	341	20
4331	303	3171	3253
344	317	9966	1
7797	313	8962	32
12202	316	2337	2
60	254	2350	1
163	268	2457	1
862	254	7925	1
926	298	2844	11
13927	374	1746	1
2436	255	2388	1
8321	397	1294	2018
2326	243	366	258
5288	239	1794	1
990	263	7449	6
1002	254	2720	1
4698	340	4781	39
5742	244	2003	3
1836	269	11823	11
737	350	7265	13
7402	313	12184	26
10612	308	11207	3
290	275	1422	182
369	257	6201	71
592	320	3403	742
434	322	11847	1
4137	378	10248	190
8770	266	944	1
10023	289	5658	13
2985	257	529	1
4688	264	65	11
1025	257	2581	9
1171	247	3210	1
11322	259	7265	6
774	355	13491	1290
64	263	903	1
46	256	1039	33
141	280	2311	1
136	268	2888	114
4176	256	8475	4
7151	374	6008	1
393	254	7055	16
752	238	7781	118
1511	321	292	9
862	254	9427	1
818	254	4355	172
536	256	1976	4
32	285	10310	1
32	285	11381	1
10365	287	5525	8
434	322	2772	1
27	250	8190	3
816	250	2168	1
8383	243	8030	47
2895	252	330	1
7059	323	24	67
14258	319	799	25
658	268	11416	65
862	254	11779	1
3701	251	1339	38
597	278	2919	1
5181	264	3348	3
243	254	2627	1219
13784	395	3127	1
1311	361	2704	1
308	250	3589	1
2998	256	7189	57
3066	339	5121	2
62	262	3476	1
8830	338	8622	29
6851	319	11323	3513
243	254	3269	1
410	245	636	47
2657	329	597	1
1978	409	2102	1
8761	261	2549	322
32	422	5389	1
1978	409	5780	1
862	254	6421	1
1075	243	367	6
62	262	5802	3
2620	391	8194	2
990	263	843	1
756	326	1177	1
12597	329	3726	30
62	262	1036	1
2539	308	2279	1
3105	313	4598	1
11511	398	434	1
795	319	4993	4
1302	266	3397	4
866	343	4570	96
11546	239	1794	2
384	280	11935	1
1405	295	287	5
607	368	12739	1
434	322	9514	1
1869	245	3346	7
12322	318	12322	1
7696	264	3203	1
62	262	14395	31
2759	409	815	1
434	322	11641	1
3847	258	144	4
8800	254	11726	869
9087	252	3554	1
7576	257	4638	1
10880	293	10880	1
90	271	10619	1
10388	329	597	4
5254	321	643	514
2998	256	9515	157
5761	258	7580	30
3448	258	566	1
9068	244	112	3
9579	326	1177	1
425	308	1253	1
11716	254	4153	664
2272	458	13623	686
1164	250	9813	233
434	322	13433	1
2242	263	4006	69
1881	263	6701	3
68	250	4572	11
62	262	427	849
1211	268	4509	3
8872	264	4491	44
7663	301	610	4
228	275	6944	24
3864	243	1597	1446
737	350	57	1
10147	321	7912	1
215	254	11160	1067
1002	254	2379	12
1917	282	1420	61
3229	438	11982	996
1280	250	3589	9
7552	243	4274	196
277	251	3592	48
8209	279	570	1
4	268	381	11
1044	380	14027	82
1876	244	982	1
5737	244	6629	1
7654	323	6800	1
187	259	842	1
3964	260	382	1
1225	321	8893	250
6854	338	6534	3
5361	282	5234	893
1280	274	236	1
1300	278	4377	44
249	320	11020	41
32	285	5667	1
32	265	4926	1
1028	296	4907	5
141	280	2051	1
393	254	6119	2
7392	275	1353	1298
8137	259	13033	1
665	264	3203	1
434	322	488	1
2480	275	12526	200
474	250	3716	3
7539	244	999	2
7612	287	4024	13
588	326	484	1
5051	252	32	1
62	262	13959	15
62	262	11032	1
890	250	495	4
310	312	2231	9
3078	308	1253	4
575	243	7	420
352	276	12803	954
8218	333	8620	1
11172	284	435	1
3480	321	2838	606
4791	317	8620	1
3144	257	7522	411
301	274	98	1
215	254	9225	1
1974	256	12076	91
12202	305	8891	1
4433	362	911	1
6588	259	5364	13
1180	308	4770	3
774	355	6583	1
6627	353	11049	51
434	322	7474	1
1327	303	8306	716
12611	321	2755	116
160	251	271	1
90	297	10736	1
333	256	1536	15
160	458	11270	1
6650	261	8310	1728
637	250	6651	1
160	337	2606	1
6778	272	786	1
1974	256	12301	157
6174	268	9550	55
224	298	1281	4
382	285	2411	1
160	251	5551	1
1271	246	4044	1
136	268	6927	1
434	322	12040	1
1714	243	1519	281
2493	359	3243	10
23	248	3174	1
1614	247	1654	1
3028	266	2090	1
420	299	3485	1
1665	322	1893	23
342	263	5439	28
6607	268	10756	1
4050	256	7868	796
4731	251	9317	303
3006	243	4311	1023
11097	249	4370	66
64	263	6482	1
